pi_stress --duration=5 
04-05-2018 00:23:30

# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.541 us    |                      } /* page_remove_rmap */
 0)               |                  unlink_file_vma() {
 0)               |                    down_write() {
 0)               |                      __down_write() {
 0)               |                        __down_write_common() {
 0)   0.666 us    |                          __rt_mutex_lock_state();
 0)   0.458 us    |                          preempt_count_add();
 0)   0.500 us    |                          preempt_count_sub();
 0)   9.958 us    |                        }
 0) + 13.208 us   |                      }
 0) + 16.250 us   |                    }
 0)               |                    __remove_shared_vm_struct() {
 0)   0.709 us    |                      rt_spin_lock();
 0)   1.375 us    |                      vma_interval_tree_remove();
 0)   0.459 us    |                      rt_spin_unlock();
 0) + 10.666 us   |                    }
 0)               |                    up_write() {
 0)               |                      __up_write() {
 0)   0.500 us    |                        preempt_count_add();
 0)               |                        __up_write_unlock() {
 0)   0.500 us    |                          preempt_count_sub();
 0)   0.541 us    |                          __rt_mutex_unlock();
 0)   6.666 us    |                        }
 0) + 13.125 us   |                      }
 0) + 16.166 us   |                    }
 0) + 51.792 us   |                  }
 0)   0.500 us    |                  unlink_anon_vmas();
 0)               |                  unlink_file_vma() {
 0)               |                    down_write() {
 0)               |                      __down_write() {
 0)               |                        __down_write_common() {
 0)   0.500 us    |                          __rt_mutex_lock_state();
 0)   0.500 us    |                          preempt_count_add();
 0)   0.500 us    |                          preempt_count_sub();
 0)   9.917 us    |                        }
 0) + 12.666 us   |                      }
 0) + 16.000 us   |                    }
 0)               |                    __remove_shared_vm_struct() {
 0)   0.458 us    |                      rt_spin_lock();
 0)   2.625 us    |                      vma_interval_tree_remove();
 0)   0.458 us    |                      rt_spin_unlock();
 0) + 11.833 us   |                    }
 0)               |                    up_write() {
 0)               |                      __up_write() {
 0)   0.500 us    |                        preempt_count_add();
 0)               |                        __up_write_unlock() {
 0)   0.500 us    |                          preempt_count_sub();
 0)   0.500 us    |                          __rt_mutex_unlock();
 0)   6.875 us    |                        }
 0) + 13.084 us   |                      }
 0) + 16.500 us   |                    }
 0) + 52.792 us   |                  }
 0)               |                  unlink_anon_vmas() {
 0)               |                    down_write() {
 0)               |                      __down_write() {
 0)               |                        __down_write_common() {
 0)   0.458 us    |                          __rt_mutex_lock_state();
 0)   0.500 us    |                          preempt_count_add();
 0)   0.500 us    |                          preempt_count_sub();
 0)   9.958 us    |                        }
 0) + 12.709 us   |                      }
 0) + 15.750 us   |                    }
 0)   0.792 us    |                    anon_vma_interval_tree_remove();
 0)   0.625 us    |                    kmem_cache_free();
 0)               |                    up_write() {
 0)               |                      __up_write() {
 0)   0.500 us    |                        preempt_count_add();
 0)               |                        __up_write_unlock() {
 0)   0.458 us    |                          preempt_count_sub();
 0)   0.500 us    |                          __rt_mutex_unlock();
 0)   6.958 us    |                        }
 0) + 14.000 us   |                      }
 0) + 17.250 us   |                    }
 0) + 46.291 us   |                  }
 0)               |                  unlink_file_vma() {
 0)               |                    down_write() {
 0)               |                      __down_write() {
 0)               |                        __down_write_common() {
 0)   0.500 us    |                          __rt_mutex_lock_state();
 0)   0.500 us    |                          preempt_count_add();
 0)   0.500 us    |                          preempt_count_sub();
 0)   9.667 us    |                        }
 0) + 13.042 us   |                      }
 0) + 15.833 us   |                    }
 0)               |                    __remove_shared_vm_struct() {
 0)   0.458 us    |                      rt_spin_lock();
 0)   1.167 us    |                      vma_interval_tree_remove();
 0)   0.500 us    |                      rt_spin_unlock();
 0) + 10.333 us   |                    }
